n_samples,accuracy,precision,recall,f1,fpr,fnr,tp,tn,fp,fn,in_dist_f1,delta_f1
20115529,0.4745087240807835,0.1585322464131376,0.7112987297104121,0.2592774655930073,0.5606543354108732,0.2887012702895878,1850019,7694975,9819651,750884,0.6774,0.4181225344069927
